"tenure","MonthlyCharges","Contract","PaymentMethod","InternetService","Churn"
62,96.1,"One year","Electronic check","Fiber optic","No"
15,48.8,"Month-to-month","Mailed check","DSL","No"
55,50.55,"Month-to-month","Credit card (automatic)","DSL","No"
11,44.65,"Month-to-month","Mailed check","DSL","No"
17,88.25,"Month-to-month","Electronic check","Fiber optic","Yes"
61,19.45,"One year","Bank transfer (automatic)","No","No"
71,89.3,"Two year","Credit card (automatic)","DSL","No"
2,70,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
35,19.25,"Two year","Mailed check","No","No"
17,70.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
21,97.35,"Month-to-month","Electronic check","Fiber optic","Yes"
47,19.65,"Two year","Bank transfer (automatic)","No","No"
3,20.85,"Month-to-month","Mailed check","No","No"
3,19.65,"Month-to-month","Mailed check","No","No"
44,19.35,"Two year","Credit card (automatic)","No","No"
1,44,"Month-to-month","Mailed check","DSL","No"
44,94.4,"One year","Electronic check","Fiber optic","No"
5,25.9,"Month-to-month","Bank transfer (automatic)","No","Yes"
24,55.65,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
1,69.65,"Month-to-month","Electronic check","Fiber optic","Yes"
18,75.4,"Month-to-month","Electronic check","Fiber optic","No"
10,100.6,"Month-to-month","Electronic check","Fiber optic","Yes"
65,71,"Two year","Bank transfer (automatic)","DSL","No"
1,86,"Month-to-month","Electronic check","Fiber optic","Yes"
53,106.95,"One year","Credit card (automatic)","Fiber optic","Yes"
3,21.2,"One year","Mailed check","No","No"
33,61.05,"Two year","Mailed check","DSL","No"
3,29.6,"Month-to-month","Electronic check","DSL","Yes"
34,79.95,"One year","Bank transfer (automatic)","DSL","No"
14,19.7,"Two year","Mailed check","No","No"
13,20.3,"Month-to-month","Mailed check","No","No"
46,59.9,"One year","Bank transfer (automatic)","DSL","Yes"
23,24.35,"One year","Mailed check","No","No"
47,19.75,"Two year","Mailed check","No","No"
17,50.3,"Month-to-month","Mailed check","DSL","No"
49,95.6,"Month-to-month","Electronic check","Fiber optic","Yes"
59,50.25,"Month-to-month","Electronic check","DSL","No"
69,85.35,"Two year","Credit card (automatic)","DSL","No"
11,41.6,"One year","Electronic check","DSL","Yes"
10,51.65,"Month-to-month","Mailed check","DSL","No"
12,24,"Two year","Bank transfer (automatic)","No","No"
45,100.85,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
39,59.85,"Month-to-month","Mailed check","DSL","No"
71,25.45,"Two year","Credit card (automatic)","No","No"
71,23.9,"Two year","Credit card (automatic)","No","No"
33,24.15,"One year","Credit card (automatic)","No","No"
67,75.7,"Month-to-month","Mailed check","Fiber optic","No"
37,40.2,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
49,84.5,"Month-to-month","Electronic check","Fiber optic","Yes"
9,50.85,"Month-to-month","Mailed check","DSL","No"
52,91.6,"Two year","Credit card (automatic)","Fiber optic","No"
70,98.9,"One year","Electronic check","Fiber optic","No"
1,85,"Month-to-month","Electronic check","Fiber optic","No"
14,78.95,"Month-to-month","Electronic check","Fiber optic","Yes"
1,44.3,"Month-to-month","Mailed check","DSL","No"
1,20.2,"Month-to-month","Mailed check","No","Yes"
52,80.2,"One year","Mailed check","Fiber optic","No"
6,60.9,"Month-to-month","Mailed check","DSL","No"
7,34.2,"Month-to-month","Mailed check","DSL","No"
47,85.2,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
26,87.15,"One year","Credit card (automatic)","Fiber optic","No"
25,54.3,"Month-to-month","Electronic check","DSL","No"
69,19.1,"Two year","Mailed check","No","No"
72,112.75,"Two year","Credit card (automatic)","Fiber optic","No"
4,19.95,"Month-to-month","Mailed check","No","No"
59,19.5,"Two year","Mailed check","No","No"
67,65.55,"Two year","Bank transfer (automatic)","DSL","No"
26,78.8,"Month-to-month","Electronic check","Fiber optic","No"
27,78.2,"One year","Mailed check","DSL","No"
72,105.25,"Two year","Bank transfer (automatic)","Fiber optic","No"
6,89.25,"Month-to-month","Electronic check","Fiber optic","No"
62,20.65,"Two year","Credit card (automatic)","No","No"
20,68.7,"One year","Electronic check","DSL","No"
6,78.65,"Month-to-month","Credit card (automatic)","DSL","No"
51,24.75,"Two year","Mailed check","No","No"
61,19.75,"Two year","Credit card (automatic)","No","No"
62,89.1,"Month-to-month","Electronic check","Fiber optic","No"
72,84.7,"Two year","Bank transfer (automatic)","Fiber optic","No"
13,98,"Month-to-month","Electronic check","Fiber optic","Yes"
5,94.45,"Month-to-month","Electronic check","Fiber optic","Yes"
3,105,"Month-to-month","Electronic check","Fiber optic","Yes"
26,93.85,"Month-to-month","Electronic check","Fiber optic","Yes"
13,59.9,"Month-to-month","Electronic check","DSL","No"
38,19.95,"Two year","Mailed check","No","No"
8,84,"Month-to-month","Electronic check","Fiber optic","Yes"
34,108.9,"Month-to-month","Electronic check","Fiber optic","No"
18,33.6,"Month-to-month","Mailed check","DSL","No"
56,85.85,"One year","Mailed check","Fiber optic","No"
36,34.85,"Month-to-month","Bank transfer (automatic)","DSL","No"
9,48.75,"Month-to-month","Electronic check","DSL","Yes"
1,84.85,"Month-to-month","Electronic check","Fiber optic","Yes"
12,56.65,"Month-to-month","Mailed check","DSL","Yes"
57,95.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
42,73.9,"One year","Credit card (automatic)","DSL","Yes"
33,24.5,"Two year","Mailed check","No","Yes"
70,84.6,"Two year","Bank transfer (automatic)","Fiber optic","No"
68,44.95,"Month-to-month","Electronic check","DSL","No"
1,24.7,"Month-to-month","Electronic check","DSL","No"
37,100.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
4,25.45,"Month-to-month","Mailed check","No","No"
1,50.7,"Month-to-month","Mailed check","DSL","No"
20,55,"Month-to-month","Credit card (automatic)","DSL","No"
72,68.4,"Two year","Bank transfer (automatic)","DSL","No"
31,89.9,"Month-to-month","Electronic check","Fiber optic","Yes"
18,78.55,"Month-to-month","Electronic check","Fiber optic","Yes"
11,55.05,"Month-to-month","Bank transfer (automatic)","DSL","No"
33,19.8,"Two year","Credit card (automatic)","No","No"
62,84.45,"One year","Electronic check","Fiber optic","No"
1,35.9,"Month-to-month","Mailed check","DSL","No"
16,80.75,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
22,78.65,"One year","Mailed check","DSL","No"
49,61.75,"Month-to-month","Bank transfer (automatic)","DSL","No"
36,63.7,"One year","Credit card (automatic)","DSL","No"
42,99.45,"Month-to-month","Electronic check","Fiber optic","Yes"
4,25.2,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
12,74.05,"One year","Mailed check","DSL","Yes"
31,87.6,"Month-to-month","Electronic check","Fiber optic","No"
5,89.15,"Month-to-month","Electronic check","Fiber optic","No"
66,20,"Two year","Credit card (automatic)","No","No"
15,55,"Month-to-month","Credit card (automatic)","DSL","Yes"
64,104.4,"Two year","Bank transfer (automatic)","Fiber optic","No"
10,20.05,"Month-to-month","Credit card (automatic)","No","No"
7,89.75,"Month-to-month","Electronic check","Fiber optic","Yes"
29,34.3,"Month-to-month","Electronic check","DSL","No"
57,20.65,"Two year","Bank transfer (automatic)","No","No"
46,84.25,"Month-to-month","Mailed check","Fiber optic","No"
53,19.65,"Two year","Bank transfer (automatic)","No","No"
17,79.85,"One year","Credit card (automatic)","DSL","No"
38,20.2,"Two year","Mailed check","No","No"
15,19.8,"One year","Mailed check","No","No"
22,50.35,"Month-to-month","Electronic check","DSL","No"
14,85.15,"Month-to-month","Electronic check","Fiber optic","Yes"
57,74.6,"One year","Bank transfer (automatic)","DSL","No"
11,79.15,"Month-to-month","Credit card (automatic)","Fiber optic","No"
1,20.35,"Two year","Mailed check","No","No"
12,21.05,"Two year","Bank transfer (automatic)","No","No"
3,94.6,"Month-to-month","Electronic check","Fiber optic","Yes"
36,94.7,"Month-to-month","Electronic check","Fiber optic","No"
16,94.25,"Month-to-month","Electronic check","Fiber optic","Yes"
65,72.45,"One year","Credit card (automatic)","DSL","Yes"
2,74.95,"Month-to-month","Electronic check","Fiber optic","No"
42,105.2,"Month-to-month","Electronic check","Fiber optic","Yes"
72,111.95,"Two year","Bank transfer (automatic)","Fiber optic","No"
62,19.85,"Two year","Bank transfer (automatic)","No","No"
6,89.75,"Month-to-month","Electronic check","Fiber optic","No"
48,20.05,"Two year","Mailed check","No","No"
35,108.95,"Two year","Electronic check","Fiber optic","No"
52,19.65,"One year","Credit card (automatic)","No","No"
1,24.9,"Month-to-month","Mailed check","DSL","No"
6,82.85,"Month-to-month","Electronic check","Fiber optic","Yes"
71,93.2,"Two year","Credit card (automatic)","DSL","No"
67,84.8,"One year","Bank transfer (automatic)","Fiber optic","No"
60,71.75,"One year","Electronic check","DSL","No"
23,30.35,"Month-to-month","Bank transfer (automatic)","DSL","No"
39,54.85,"One year","Bank transfer (automatic)","DSL","No"
15,19.5,"One year","Mailed check","No","No"
53,103.85,"Month-to-month","Electronic check","Fiber optic","Yes"
24,24.2,"Two year","Mailed check","No","No"
37,19.35,"Month-to-month","Electronic check","No","No"
5,83.6,"Month-to-month","Electronic check","Fiber optic","Yes"
50,100.65,"One year","Electronic check","Fiber optic","No"
54,94.1,"One year","Credit card (automatic)","Fiber optic","No"
3,74.55,"Month-to-month","Electronic check","Fiber optic","No"
68,108.45,"One year","Electronic check","Fiber optic","Yes"
5,56.15,"Month-to-month","Electronic check","DSL","No"
33,20.35,"Two year","Mailed check","No","No"
41,80.55,"One year","Electronic check","DSL","No"
34,61.25,"One year","Mailed check","DSL","No"
13,20.45,"Month-to-month","Mailed check","No","No"
20,18.9,"Month-to-month","Credit card (automatic)","No","No"
51,19.6,"Two year","Credit card (automatic)","No","No"
3,91.5,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
41,45.2,"Month-to-month","Bank transfer (automatic)","DSL","No"
13,19.45,"Month-to-month","Credit card (automatic)","No","No"
35,25.45,"Two year","Bank transfer (automatic)","No","No"
12,80.85,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
4,94.9,"Month-to-month","Mailed check","Fiber optic","No"
43,49.05,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
12,29.3,"Month-to-month","Mailed check","DSL","No"
68,105.3,"Month-to-month","Electronic check","Fiber optic","Yes"
25,88.95,"Month-to-month","Electronic check","Fiber optic","Yes"
7,20.25,"One year","Mailed check","No","No"
66,110.85,"One year","Electronic check","Fiber optic","Yes"
53,110.5,"One year","Electronic check","Fiber optic","No"
63,109.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
70,114.2,"Two year","Bank transfer (automatic)","Fiber optic","Yes"
27,36.5,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
1,70.75,"Month-to-month","Mailed check","Fiber optic","Yes"
5,19.95,"Month-to-month","Mailed check","No","No"
37,19.6,"One year","Mailed check","No","No"
3,40.15,"Month-to-month","Mailed check","DSL","Yes"
12,76.6,"Month-to-month","Electronic check","Fiber optic","No"
38,19.6,"One year","Credit card (automatic)","No","No"
9,85.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
13,65.85,"Month-to-month","Electronic check","DSL","No"
29,94.45,"Month-to-month","Electronic check","Fiber optic","Yes"
47,20.05,"Two year","Credit card (automatic)","No","No"
61,99.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
16,20,"Month-to-month","Mailed check","No","No"
41,78.45,"Two year","Electronic check","DSL","No"
43,25.1,"Two year","Electronic check","No","No"
36,97.35,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
6,55,"Month-to-month","Electronic check","DSL","No"
58,71.1,"One year","Credit card (automatic)","DSL","No"
19,61.55,"Month-to-month","Credit card (automatic)","DSL","No"
11,45.9,"Month-to-month","Bank transfer (automatic)","DSL","No"
39,40.3,"One year","Bank transfer (automatic)","DSL","No"
8,87.1,"Month-to-month","Electronic check","Fiber optic","No"
26,49.5,"Month-to-month","Mailed check","DSL","No"
53,73.8,"Month-to-month","Credit card (automatic)","Fiber optic","No"
70,19.2,"Two year","Mailed check","No","No"
1,45.3,"Month-to-month","Mailed check","DSL","Yes"
59,25,"Two year","Mailed check","No","No"
2,94.95,"Month-to-month","Electronic check","Fiber optic","Yes"
7,35.3,"One year","Mailed check","DSL","No"
12,44.55,"Month-to-month","Electronic check","DSL","Yes"
59,76.75,"One year","Credit card (automatic)","DSL","No"
61,81,"Two year","Bank transfer (automatic)","DSL","No"
72,105.55,"Two year","Bank transfer (automatic)","Fiber optic","No"
13,18.8,"Month-to-month","Mailed check","No","No"
64,24.9,"One year","Mailed check","No","No"
1,23.45,"Month-to-month","Electronic check","DSL","Yes"
10,64.9,"One year","Mailed check","DSL","No"
65,61.35,"One year","Bank transfer (automatic)","DSL","No"
62,113.95,"Two year","Mailed check","Fiber optic","No"
55,90.15,"One year","Electronic check","DSL","No"
25,54.1,"Month-to-month","Electronic check","DSL","No"
1,29.7,"Month-to-month","Mailed check","DSL","Yes"
1,49.8,"Month-to-month","Credit card (automatic)","DSL","No"
59,101.1,"Month-to-month","Electronic check","Fiber optic","Yes"
64,24.4,"Two year","Bank transfer (automatic)","No","No"
36,95,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
3,50.65,"Month-to-month","Mailed check","DSL","Yes"
61,69.9,"Two year","Mailed check","DSL","No"
26,39.95,"One year","Bank transfer (automatic)","DSL","No"
1,55.4,"Month-to-month","Electronic check","DSL","Yes"
1,90.6,"Month-to-month","Electronic check","Fiber optic","Yes"
68,103.25,"Two year","Credit card (automatic)","Fiber optic","No"
2,86.85,"Month-to-month","Mailed check","Fiber optic","Yes"
72,94.25,"Two year","Bank transfer (automatic)","Fiber optic","No"
71,47.05,"Two year","Electronic check","DSL","No"
57,20.55,"Two year","Credit card (automatic)","No","No"
4,19.65,"Month-to-month","Mailed check","No","No"
1,70.2,"Month-to-month","Electronic check","Fiber optic","No"
72,81,"Two year","Credit card (automatic)","DSL","No"
21,75.9,"One year","Bank transfer (automatic)","DSL","No"
71,24.7,"Two year","Bank transfer (automatic)","No","No"
29,99.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
69,110.25,"Two year","Credit card (automatic)","Fiber optic","No"
64,85,"Two year","Credit card (automatic)","DSL","No"
16,19.75,"Month-to-month","Credit card (automatic)","No","No"
4,23.9,"One year","Electronic check","No","No"
52,111.25,"One year","Credit card (automatic)","Fiber optic","Yes"
2,55.1,"Month-to-month","Mailed check","DSL","Yes"
1,19.95,"Month-to-month","Mailed check","No","No"
18,25.15,"Month-to-month","Mailed check","DSL","No"
2,54.15,"Month-to-month","Mailed check","DSL","No"
19,59.8,"Month-to-month","Mailed check","DSL","No"
40,83.85,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
66,104.9,"One year","Electronic check","Fiber optic","No"
21,75.3,"Month-to-month","Mailed check","Fiber optic","No"
8,66.65,"Month-to-month","Electronic check","DSL","No"
72,109.5,"Two year","Credit card (automatic)","Fiber optic","No"
48,73.85,"One year","Bank transfer (automatic)","DSL","No"
69,19.3,"Two year","Bank transfer (automatic)","No","No"
72,118.2,"Two year","Electronic check","Fiber optic","No"
14,51.45,"One year","Credit card (automatic)","DSL","No"
6,59.45,"Month-to-month","Electronic check","DSL","No"
8,19.5,"Two year","Bank transfer (automatic)","No","No"
17,19.55,"One year","Mailed check","No","No"
65,93.55,"One year","Electronic check","Fiber optic","No"
57,59.3,"One year","Mailed check","DSL","No"
13,102.25,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
19,95.9,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
56,109.8,"One year","Bank transfer (automatic)","Fiber optic","No"
14,78.1,"Month-to-month","Electronic check","Fiber optic","No"
52,39.9,"Month-to-month","Electronic check","DSL","No"
